Species,Length,Sex,Quadrat,Interval,Year
Scanadensis,11.5,f,22,2,2014
Scanadensis,12.0,f,22,2,2014
Scanadensis,12.0,f,22,2,2014
Scanadensis,12.0,f,22,2,2014
Dteter,21.0,m,23,2,2014
Plachrymosus,15.0,m,23,2,2014
Pmoestus,17.5,f,23,2,2014
Pmoestus,17.0,m,23,2,2014
Pmoestus,19.0,f,23,2,2014
Pmoestus,18.0,m,23,2,2014
Pmoestus,18.0,m,23,2,2014
Pmoestus,17.0,m,23,2,2014
Ptristis,14.0,f,23,2,2014
Slecontei,13.0,m,23,2,2014
Slecontei,15.0,f,23,2,2014
Pmoestus,18.0,f,24,2,2014
Cemarginatus,15.0,f,25,2,2014
Cemarginatus,14.0,m,25,2,2014
Cemarginatus,14.5,m,25,2,2014
Cfucatus,17.0,f,25,2,2014
Cfucatus,16.0,m,25,2,2014
Csigillatus,16.0,m,25,2,2014
Pmoestus,18.0,f,25,2,2014
Slecontei,13.0,m,25,2,2014
Slecontei,14.0,m,25,2,2014
unkn,8.0,m,25,2,2014
unkn,6.5,m,25,2,2014
Cemarginatus,16.0,f,26,2,2014
Cemarginatus,16.0,f,26,2,2014
Cemarginatus,15.0,f,26,2,2014
Cemarginatus,14.0,m,26,2,2014
Cgoryi,23.0,f,26,2,2014
Cgoryi,20.5,f,26,2,2014
Dteter,21.0,f,26,2,2014
Nnitidipennis,8.0,f,26,2,2014
Oparmatus,8.0,f,26,2,2014
Ptenuicollis,11.0,f,26,2,2014
Alucidula,10.0,f,27,2,2014
Cfucatus,15.0,m,27,2,2014
Cfucatus,15.0,m,27,2,2014
Pmoestus,18.0,f,27,2,2014
Ptenuicollis,12.0,f,27,2,2014
Ptenuicollis,11.0,f,27,2,2014
Ptenuicollis,12.0,m,27,2,2014
Ptenuicollis,10.5,m,27,2,2014
Ptenuicollis,11.0,m,27,2,2014
Ptenuicollis,12.0,f,27,2,2014
Ptenuicollis,12.0,f,27,2,2014
Slecontei,13.0,m,27,2,2014
Alucidula,10.0,m,28,2,2014
Cfucatus,15.0,m,28,2,2014
Cgoryi,23.0,f,28,2,2014
Csigillatus,16.0,f,28,2,2014
Csigillatus,18.0,f,28,2,2014
Alucidula,20.5,f,29,2,2014
Cfucatus,15.0,m,29,2,2014
Cgoryi,20.0,m,29,2,2014
Pmoestus,18.0,m,29,2,2014
Slecontei,12.0,m,29,2,2014
Alucidula,10.0,m,30,2,2014
Cfucatus,14.0,m,30,2,2014
Cfucatus,15.0,m,30,2,2014
Cfucatus,15.0,m,30,2,2014
Dteter,22.0,f,30,2,2014
Pmoestus,17.0,m,30,2,2014
Pmoestus,18.0,m,30,2,2014
Pmoestus,17.5,m,30,2,2014
Slecontei,14.5,f,30,2,2014
Tautumnalis,8.0,f,30,2,2014
Cfucatus,16.0,f,31,2,2014
Ainterstitialis,10.0,m,33,2,2014
Ainterstitialis,9.0,m,33,2,2014
Ainterstitialis,11.0,f,33,2,2014
Cemarginatus,15.0,f,33,2,2014
Cfucatus,16.0,f,33,2,2014
Cfucatus,16.0,f,33,2,2014
Cfucatus,15.0,m,33,2,2014
Cfucatus,16.0,f,33,2,2014
Cfucatus,17.0,f,33,2,2014
Cfucatus,15.0,m,33,2,2014
Phamiltoni,12.5,f,33,2,2014
Plachrymosus,16.0,f,33,2,2014
Pmoestus,18.0,f,33,2,2014
Slecontei,14.0,m,33,2,2014
Slecontei,13.0,m,33,2,2014
Slecontei,14.5,m,33,2,2014
Ainterstitialis,9.0,m,34,2,2014
Dteter,18.5,f,34,2,2014
Nterminata,8.0,f,34,2,2014
Nterminata,8.0,m,34,2,2014
Padoxus,15.0,f,34,2,2014
Plachrymosus,15.0,m,34,2,2014
Plachrymosus,15.5,f,34,2,2014
Slecontei,14.0,m,34,2,2014
Slecontei,13.0,m,34,2,2014
Dteter,20.0,f,35,2,2014
Cgoryi,21.5,f,36,2,2014
Csigillatus,17.0,f,36,2,2014
Plachrymosus,17.0,f,36,2,2014
Plachrymosus,15.0,m,36,2,2014
Prostratus,15.5,f,36,2,2014
Cfucatus,16.0,f,38,2,2014
Dteter,20.0,m,38,2,2014
Loxandrus,10.5,m,38,2,2014
Lscrutator,16.0,m,38,2,2014
Lscrutator,16.0,f,38,2,2014
Phamiltoni,14.0,m,38,2,2014
Phamiltoni,13.0,m,38,2,2014
Pstygicus,15.0,m,38,2,2014
Pstygicus,13.0,m,38,2,2014
Pstygicus,15.0,f,38,2,2014
Pstygicus,15.0,m,38,2,2014
Cemarginatus,14.0,m,39,2,2014
Cfucatus,16.0,f,39,2,2014
Cfucatus,16.0,f,39,2,2014
Cfucatus,16.5,f,39,2,2014
Cfucatus,16.5,f,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,16.0,m,39,2,2014
Cfucatus,14.5,m,39,2,2014
Cfucatus,16.0,f,39,2,2014
Cfucatus,16.0,f,39,2,2014
Cfucatus,16.5,f,39,2,2014
Cfucatus,15.0,f,39,2,2014
Cfucatus,14.0,m,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,16.0,m,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,15.5,m,39,2,2014
Cfucatus,16.0,m,39,2,2014
Cfucatus,15.0,m,39,2,2014
Cfucatus,16.0,m,39,2,2014
Csigillatus,15.0,m,39,2,2014
Phamiltoni,13.0,f,39,2,2014
Phamiltoni,14.0,f,39,2,2014
Simpunctatus,10.5,f,39,2,2014
Slecontei,14.0,f,39,2,2014
Tautumnalis,8.0,f,39,2,2014
Tautumnalis,8.5,f,39,2,2014
Tautumnalis,8.5,m,39,2,2014
Tautumnalis,7.0,m,39,2,2014
Tautumnalis,8.0,f,39,2,2014
Tautumnalis,7.5,f,39,2,2014
Tautumnalis,8.0,m,39,2,2014
Tautumnalis,8.5,f,39,2,2014
Afidele,9.0,f,40,2,2014
Afidele,9.0,f,40,2,2014
Cemarginatus,14.0,f,40,2,2014
Csigillatus,16.0,f,40,2,2014
Dpolitus,13.0,m,40,2,2014
Dteter,20.0,f,40,2,2014
Phamiltoni,13.0,m,40,2,2014
Phypolithos,15.0,m,40,2,2014
Pstygicus,16.0,f,40,2,2014
Pstygicus,15.0,m,40,2,2014
Pstygicus,16.0,m,40,2,2014
unkn,7.0,f,40,2,2014
Tvulpeculus,10.0,m,1,3,2014
Cgoryi,20.5,f,2,3,2014
Cgoryi,20.5,m,2,3,2014
Csigillatus,14.0,m,2,3,2014
Csigillatus,14.0,m,2,3,2014
Csigillatus,17.0,f,2,3,2014
Csigillatus,16.0,m,2,3,2014
Dteter,19.0,f,2,3,2014
Pmoestus,18.5,f,2,3,2014
Pmutus,12.5,f,2,3,2014
Slecontei,15.5,f,2,3,2014
Slecontei,14.0,f,2,3,2014
Slecontei,15.0,f,2,3,2014
Slecontei,13.5,m,2,3,2014
Pangustatus,14.0,m,3,3,2014
Alucidula,11.0,m,4,3,2014
Cemarginatus,15.5,f,4,3,2014
Cgoryi,20.0,m,4,3,2014
Cgoryi,20.0,m,4,3,2014
Cgoryi,20.0,m,4,3,2014
Dsculptilis,18.0,f,4,3,2014
Dsculptilis,17.0,m,4,3,2014
Dteter,21.0,m,4,3,2014
Dteter,20.0,m,4,3,2014
Pmoestus,19.0,f,4,3,2014
Pstygicus,15.0,f,4,3,2014
Cemarginatus,15.0,f,5,3,2014
Cemarginatus,15.0,f,5,3,2014
Cemarginatus,15.0,m,5,3,2014
Cgoryi,20.0,m,5,3,2014
Cgoryi,22.0,m,5,3,2014
Cgoryi,20.0,m,5,3,2014
Cgoryi,22.0,f,5,3,2014
Cgoryi,22.0,f,5,3,2014
Cgoryi,21.5,f,5,3,2014
Cgoryi,21.5,f,5,3,2014
Cgoryi,21.0,m,5,3,2014
Cgoryi,21.0,m,5,3,2014
Cgoryi,20.0,f,5,3,2014
Cgoryi,21.5,f,5,3,2014
Cgoryi,22.0,f,5,3,2014
Cgoryi,23.0,f,5,3,2014
Cgoryi,21.0,m,5,3,2014
Cgoryi,20.0,m,5,3,2014
Csodalis,18.0,f,5,3,2014
Csodalis,17.0,m,5,3,2014
Dsculptilis,17.0,m,5,3,2014
Dteter,19.0,f,5,3,2014
Padoxus,14.0,m,5,3,2014
Pangustatus,14.0,f,5,3,2014
Patratus,14.0,m,5,3,2014
Phamiltoni,13.0,m,5,3,2014
Pstygicus,15.0,f,5,3,2014
Cemarginatus,15.0,f,6,3,2014
Csodalis,16.5,m,6,3,2014
Csodalis,17.0,m,6,3,2014
Naeneus,5.0,f,6,3,2014
Csodalis,17.5,m,7,3,2014
Pangustatus,15.0,f,7,3,2014
Cemarginatus,15.0,m,8,3,2014
Cemarginatus,15.0,m,8,3,2014
Cemarginatus,15.0,m,8,3,2014
Cemarginatus,13.0,m,8,3,2014
Cemarginatus,14.0,m,8,3,2014
Cemarginatus,15.0,f,8,3,2014
Cgoryi,23.0,f,8,3,2014
Csodalis,16.0,m,8,3,2014
Phypolithos,16.0,f,8,3,2014
Plucublandus,14.0,f,8,3,2014
Cfucatus,15.0,f,9,3,2014
Cgoryi,22.0,f,9,3,2014
Cgoryi,23.0,f,9,3,2014
Cgoryi,21.5,m,9,3,2014
Dteter,20.0,f,9,3,2014
Dteter,21.0,m,9,3,2014
Pmoestus,17.5,m,9,3,2014
Slecontei,13.5,m,9,3,2014
Cfucatus,15.0,f,10,3,2014
Cgoryi,24.0,f,10,3,2014
Prostratus,16.0,m,10,3,2014
Scanadensis,12.0,m,10,3,2014
Slecontei,14.0,f,10,3,2014
Cfucatus,15.5,f,11,3,2014
Csigillatus,16.0,m,11,3,2014
Cfucatus,15.0,m,12,3,2014
Cfucatus,15.0,m,12,3,2014
Cfucatus,15.0,m,12,3,2014
Cgoryi,22.0,f,12,3,2014
Cgoryi,20.5,m,12,3,2014
Cgoryi,21.0,m,12,3,2014
Cgoryi,22.0,f,12,3,2014
Cgoryi,21.0,m,12,3,2014
Cgoryi,20.0,m,12,3,2014
Padoxus,15.0,f,12,3,2014
Cemarginatus,14.0,f,13,3,2014
Pmoestus,18.0,m,13,3,2014
Cemarginatus,15.0,f,14,3,2014
Cemarginatus,15.0,f,14,3,2014
Cemarginatus,13.0,m,14,3,2014
Cemarginatus,15.0,f,14,3,2014
Cemarginatus,15.0,f,14,3,2014
Cemarginatus,15.0,m,14,3,2014
Cemarginatus,14.0,m,14,3,2014
Cgoryi,21.0,m,14,3,2014
Csigillatus,16.0,m,14,3,2014
Csigillatus,15.0,m,14,3,2014
Dteter,18.5,f,14,3,2014
Dteter,19.0,m,14,3,2014
Padoxus,15.0,f,14,3,2014
Slecontei,15.0,f,14,3,2014
Slecontei,13.0,f,14,3,2014
Slecontei,14.0,m,14,3,2014
Mcyanescens,14.0,m,15,3,2014
Mcyanescens,14.5,f,15,3,2014
Dsculptilis,19.0,m,16,3,2014
Cemarginatus,15.0,f,17,3,2014
Csigillatus,16.0,f,17,3,2014
Csigillatus,16.0,f,17,3,2014
Pdiligendus,14.0,m,17,3,2014
Pstygicus,15.0,f,17,3,2014
Pstygicus,15.0,f,17,3,2014
Pstygicus,16.0,f,17,3,2014
Pstygicus,14.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Pstygicus,14.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Pstygicus,15.0,f,17,3,2014
Pstygicus,16.0,f,17,3,2014
Pstygicus,14.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Pstygicus,15.0,m,17,3,2014
Ptenuicollis,11.0,m,17,3,2014
Scanadensis,12.5,f,17,3,2014
Dteter,18.5,f,18,3,2014
Dteter,20.0,m,19,3,2014
Pstygicus,16.0,f,19,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,9.0,m,20,3,2014
Afidele,8.0,m,20,3,2014
Afidele,8.0,m,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.5,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.5,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,8.5,m,20,3,2014
Afidele,8.7,f,20,3,2014
Afidele,8.7,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.5,f,20,3,2014
Afidele,8.5,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,9.0,f,20,3,2014
Afidele,8.5,f,20,3,2014
Afidele,8.7,f,20,3,2014
Afidele,8.0,f,20,3,2014
Afidele,8.0,f,20,3,2014
Cemarginatus,15.0,m,20,3,2014
Cemarginatus,15.0,f,20,3,2014
Cemarginatus,15.0,f,20,3,2014
Cemarginatus,15.0,f,20,3,2014
Cfucatus,15.0,f,20,3,2014
Csigillatus,16.0,m,20,3,2014
Csigillatus,16.5,f,20,3,2014
Csigillatus,16.0,f,20,3,2014
Csigillatus,16.0,f,20,3,2014
Csigillatus,16.0,m,20,3,2014
Phamiltoni,14.0,m,20,3,2014
Pstygicus,15.0,f,20,3,2014
Pstygicus,14.0,m,20,3,2014
Pstygicus,14.0,m,20,3,2014
Pstygicus,16.0,f,20,3,2014
Pstygicus,15.0,f,20,3,2014
Pstygicus,15.0,f,20,3,2014
Pstygicus,15.0,f,20,3,2014
Pstygicus,16.0,f,20,3,2014
Pstygicus,16.0,f,20,3,2014
Pstygicus,14.5,m,20,3,2014
Pstygicus,15.0,m,20,3,2014
Pstygicus,16.0,f,20,3,2014
Pstygicus,16.0,f,20,3,2014
Pstygicus,16.0,f,20,3,2014
Cemarginatus,14.0,m,21,3,2014
Cemarginatus,14.0,f,21,3,2014
Cemarginatus,14.0,m,21,3,2014
Cemarginatus,15.0,m,21,3,2014
Cemarginatus,15.0,m,21,3,2014
Cgoryi,21.0,f,21,3,2014
Cgoryi,19.0,m,21,3,2014
Dpolitus,13.5,m,21,3,2014
Dpolitus,14.0,m,21,3,2014
Dteter,20.5,m,21,3,2014
Dteter,18.0,m,21,3,2014
Dteter,18.0,m,21,3,2014
Pangustatus,15.0,f,21,3,2014
Pmoestus,17.0,f,21,3,2014
Pmoestus,17.0,m,21,3,2014
Pmoestus,16.0,m,21,3,2014
Pmoestus,17.5,m,21,3,2014
Pmoestus,18.0,f,21,3,2014
Prostratus,15.0,f,21,3,2014
Sandrewsi,24.0,f,21,3,2014
Cgoryi,21.0,m,22,3,2014
Cgoryi,21.5,m,22,3,2014
Pmoestus,17.0,m,22,3,2014
Pmoestus,19.0,f,22,3,2014
Pmoestus,18.0,f,22,3,2014
Prostratus,17.0,m,22,3,2014
Prostratus,18.0,m,22,3,2014
Scanadensis,11.0,m,22,3,2014
Scanadensis,12.0,m,22,3,2014
Sridingsi,17.0,f,22,3,2014
Climbata,7.5,m,23,3,2014
Csigillatus,16.5,f,23,3,2014
Dteter,19.0,m,23,3,2014
Pmoestus,17.0,m,23,3,2014
Pmoestus,18.0,f,23,3,2014
Pmoestus,18.0,f,23,3,2014
Pmoestus,18.5,f,23,3,2014
Pmoestus,18.0,f,23,3,2014
Prostratus,18.0,m,23,3,2014
Prostratus,18.0,m,23,3,2014
Ptristis,15.0,f,23,3,2014
Cemarginatus,14.0,m,24,3,2014
Cemarginatus,14.5,f,24,3,2014
Cemarginatus,14.0,m,24,3,2014
Pmoestus,18.0,m,24,3,2014
Pmoestus,18.0,f,24,3,2014
Pmoestus,17.0,m,24,3,2014
Pmoestus,17.5,m,24,3,2014
Ptristis,15.0,f,24,3,2014
unkn,12.0,m,24,3,2014
Cemarginatus,14.0,m,25,3,2014
Cemarginatus,14.0,m,25,3,2014
Cemarginatus,16.0,f,25,3,2014
Cemarginatus,15.0,f,25,3,2014
Cgoryi,22.0,m,25,3,2014
Mcoracinus,14.5,m,25,3,2014
Pangustatus,16.0,f,25,3,2014
Slecontei,14.0,m,25,3,2014
Slecontei,14.0,m,25,3,2014
Slecontei,14.0,m,25,3,2014
Slecontei,14.0,m,25,3,2014
Cemarginatus,13.0,m,26,3,2014
Cemarginatus,15.0,f,26,3,2014
Cemarginatus,14.5,f,26,3,2014
Cemarginatus,14.5,f,26,3,2014
Cemarginatus,13.0,f,26,3,2014
Cfucatus,16.0,m,26,3,2014
Dpolitus,13.0,m,26,3,2014
Dteter,22.0,f,26,3,2014
Padoxus,16.0,m,26,3,2014
Pangustatus,15.0,f,26,3,2014
Phypolithos,14.0,m,26,3,2014
Csigillatus,18.0,f,27,3,2014
Dteter,21.0,f,27,3,2014
Slecontei,13.0,f,27,3,2014
Slecontei,13.5,f,27,3,2014
Cfucatus,16.0,f,29,3,2014
Cfucatus,16.0,f,29,3,2014
Cgoryi,22.0,f,29,3,2014
Pmoestus,19.0,f,29,3,2014
Pmoestus,17.5,m,29,3,2014
Pmoestus,17.5,m,29,3,2014
Pmoestus,18.0,m,29,3,2014
Slecontei,13.0,f,29,3,2014
Cemarginatus,14.5,f,30,3,2014
Cfucatus,17.5,f,30,3,2014
Cfucatus,16.0,f,30,3,2014
Cfucatus,17.0,f,30,3,2014
Cgoryi,20.5,m,30,3,2014
Csigillatus,15.5,m,31,3,2014
Dteter,19.0,f,31,3,2014
Pangustatus,15.0,f,31,3,2014
Plachrymosus,16.0,m,31,3,2014
Plachrymosus,16.5,f,31,3,2014
Pmoestus,18.0,m,31,3,2014
Pmoestus,19.0,m,31,3,2014
Cemarginatus,13.5,m,32,3,2014
Cfucatus,15.0,f,32,3,2014
Csigillatus,17.0,f,32,3,2014
Csigillatus,17.0,f,32,3,2014
Csigillatus,17.5,f,32,3,2014
Csigillatus,16.0,m,32,3,2014
Plachrymosus,18.0,f,32,3,2014
Plachrymosus,17.0,f,32,3,2014
Plachrymosus,17.5,f,32,3,2014
Pmoestus,17.5,m,32,3,2014
Cgoryi,22.0,f,33,3,2014
Dteter,20.5,f,33,3,2014
Pmoestus,17.5,f,33,3,2014
Pmoestus,18.0,m,33,3,2014
Ptristis,15.0,m,33,3,2014
Scanadensis,13.5,f,33,3,2014
Oparmatus,7.5,f,34,3,2014
Tautumnalis,7.5,f,34,3,2014
Cgoryi,23.0,f,35,3,2014
Pmoestus,19.0,f,35,3,2014
Pmoestus,17.5,m,35,3,2014
Csigillatus,16.0,m,36,3,2014
Plachrymosus,16.0,f,36,3,2014
Csigillatus,15.5,m,37,3,2014
Phamiltoni,13.0,m,37,3,2014
Slecontei,14.0,m,37,3,2014
Cemarginatus,15.0,f,38,3,2014
Cemarginatus,15.0,m,38,3,2014
Dpolitus,14.0,f,38,3,2014
Patratus,14.0,m,38,3,2014
Phamiltoni,13.0,m,38,3,2014
Pstygicus,16.0,m,38,3,2014
Cfucatus,16.0,f,39,3,2014
Cfucatus,16.0,f,39,3,2014
Cfucatus,16.5,f,39,3,2014
Cfucatus,16.0,m,39,3,2014
Cfucatus,16.0,m,39,3,2014
Cfucatus,15.0,m,39,3,2014
Cfucatus,15.0,m,39,3,2014
Csigillatus,16.0,f,39,3,2014
Csigillatus,16.0,f,39,3,2014
Csigillatus,15.0,m,39,3,2014
Csigillatus,16.0,m,39,3,2014
Csigillatus,16.0,m,39,3,2014
Csigillatus,15.0,m,39,3,2014
Csigillatus,17.0,f,39,3,2014
Csigillatus,16.0,f,39,3,2014
Csigillatus,16.0,m,39,3,2014
Csigillatus,16.0,m,39,3,2014
Csigillatus,16.0,m,39,3,2014
Csigillatus,18.5,f,39,3,2014
Csigillatus,17.0,f,39,3,2014
Csigillatus,16.5,m,39,3,2014
Csigillatus,16.0,f,39,3,2014
Padoxus,15.0,f,39,3,2014
Slecontei,13.5,m,39,3,2014
Slecontei,14.0,f,39,3,2014
Slecontei,13.5,f,39,3,2014
Afidele,8.5,f,40,3,2014
Afidele,8.5,f,40,3,2014
Afidele,8.5,m,40,3,2014
Naeneus,5.0,f,40,3,2014
Pdiligendus,12.0,m,40,3,2014
unkn,7.0,f,40,3,2014
Cgoryi,20.5,m,1,4,2014
Pangustatus,14.0,m,1,4,2014
Cgoryi,20.0,m,2,4,2014
Cgoryi,21.0,m,2,4,2014
Csigillatus,16.0,m,2,4,2014
Csigillatus,16.5,f,2,4,2014
Csigillatus,15.0,m,2,4,2014
Cemarginatus,13.5,m,3,4,2014
Cgoryi,21.0,f,3,4,2014
Padoxus,14.0,m,3,4,2014
Padoxus,14.5,m,3,4,2014
Ptristis,13.0,m,3,4,2014
Cgoryi,20.5,f,4,4,2014
Padoxus,15.5,f,6,4,2014
Pmoestus,17.0,m,6,4,2014
Cemarginatus,15.5,f,7,4,2014
Naeneus,5.0,f,7,4,2014
Cemarginatus,13.0,m,8,4,2014
Cgoryi,22.0,f,8,4,2014
Cgoryi,23.0,f,8,4,2014
Csodalis,17.0,m,8,4,2014
Csodalis,16.0,m,8,4,2014
Csodalis,17.0,f,8,4,2014
Dteter,18.5,f,8,4,2014
Naeneus,5.5,f,8,4,2014
Oparmatus,8.0,f,8,4,2014
Pstygicus,16.0,m,8,4,2014
Pstygicus,15.0,f,8,4,2014
Cgoryi,20.0,m,9,4,2014
Cgoryi,21.0,m,9,4,2014
Cgoryi,22.0,f,9,4,2014
Dteter,19.0,m,9,4,2014
Pmoestus,18.0,f,9,4,2014
Pmoestus,18.0,m,9,4,2014
Cgoryi,20.5,m,10,4,2014
Naeneus,5.0,f,10,4,2014
Plachrymosus,16.0,m,10,4,2014
Scanadensis,11.0,f,10,4,2014
Padoxus,14.0,f,11,4,2014
Pangustatus,14.0,f,11,4,2014
Prostratus,15.0,m,11,4,2014
Prostratus,15.5,f,11,4,2014
Cfucatus,14.5,m,12,4,2014
Naeneus,5.5,f,12,4,2014
Cemarginatus,15.0,m,13,4,2014
Cgoryi,22.0,m,13,4,2014
Cgoryi,21.0,m,13,4,2014
Cgoryi,20.0,m,13,4,2014
Cgoryi,21.0,f,13,4,2014
Cgoryi,23.0,f,13,4,2014
Cgoryi,22.0,f,13,4,2014
Cgoryi,22.0,f,13,4,2014
Cgoryi,20.5,m,13,4,2014
Cgoryi,21.0,m,13,4,2014
Cgoryi,23.0,f,13,4,2014
Cgoryi,23.0,f,13,4,2014
Pcoracinus,16.0,f,13,4,2014
Cemarginatus,15.0,m,14,4,2014
Cemarginatus,14.0,m,14,4,2014
Cemarginatus,15.0,f,14,4,2014
Csodalis,17.0,f,14,4,2014
Pcoracinus,17.0,f,14,4,2014
Cgoryi,22.0,f,15,4,2014
Cgoryi,19.0,m,15,4,2014
Cgoryi,22.0,m,15,4,2014
Dteter,20.0,f,15,4,2014
Cgoryi,23.5,f,16,4,2014
Cgoryi,22.0,f,16,4,2014
Cgoryi,23.0,f,16,4,2014
Cgoryi,20.0,f,16,4,2014
Cgoryi,22.0,m,16,4,2014
Cgoryi,22.5,f,16,4,2014
Cgoryi,24.0,f,16,4,2014
Cgoryi,21.0,m,16,4,2014
Afidele,8.0,m,17,4,2014
Afidele,9.0,m,17,4,2014
Afidele,10.0,f,17,4,2014
Afidele,10.0,f,17,4,2014
Afidele,9.0,f,17,4,2014
Csigillatus,17.0,f,17,4,2014
Pangustatus,15.0,f,17,4,2014
Pstygicus,15.0,m,17,4,2014
Pstygicus,15.5,f,17,4,2014
Pstygicus,15.0,m,17,4,2014
Pstygicus,15.0,m,17,4,2014
Pstygicus,16.0,f,17,4,2014
Cemarginatus,13.0,f,21,4,2014
Cemarginatus,15.0,m,21,4,2014
Cemarginatus,15.0,m,21,4,2014
Cemarginatus,13.0,m,21,4,2014
Cemarginatus,14.0,m,21,4,2014
Cemarginatus,13.5,f,21,4,2014
Cgoryi,21.0,m,21,4,2014
Dpolitus,13.0,m,21,4,2014
Pmoestus,18.0,f,21,4,2014
Ptristis,13.0,m,21,4,2014
Cgoryi,18.0,m,22,4,2014
Sandrewsi,27.0,f,22,4,2014
Slecontei,13.0,f,22,4,2014
Slecontei,13.0,m,22,4,2014
Plachrymosus,15.0,m,23,4,2014
Pmoestus,1.0,m,23,4,2014
Pmoestus,17.5,m,23,4,2014
Pmoestus,17.0,m,23,4,2014
Pmoestus,17.5,m,23,4,2014
Pmoestus,17.5,m,23,4,2014
Ptristis,12.0,m,23,4,2014
Pmoestus,17.0,m,24,4,2014
Pmoestus,18.0,m,24,4,2014
Pmoestus,18.0,m,24,4,2014
Alucidula,10.0,m,25,4,2014
Cgoryi,22.0,f,25,4,2014
Csigillatus,15.5,m,25,4,2014
Cemarginatus,14.0,m,26,4,2014
Cemarginatus,14.0,m,26,4,2014
Cemarginatus,15.0,f,26,4,2014
Cemarginatus,15.0,f,26,4,2014
Cfucatus,14.0,m,26,4,2014
Pangustatus,14.0,f,26,4,2014
Alucidula,10.5,f,27,4,2014
Cfucatus,16.0,f,27,4,2014
Cgoryi,20.0,m,27,4,2014
Cgoryi,21.0,f,27,4,2014
Cgoryi,19.0,m,27,4,2014
Csigillatus,15.5,m,27,4,2014
Slecontei,13.0,f,27,4,2014
Csigillatus,15.0,m,28,4,2014
Csigillatus,16.0,f,28,4,2014
Csigillatus,18.0,f,28,4,2014
Plachrymosus,17.0,f,29,4,2014
Cemarginatus,13.0,m,30,4,2014
Cemarginatus,15.0,f,30,4,2014
Cfucatus,16.0,f,30,4,2014
Cgoryi,21.5,m,30,4,2014
Plachrymosus,16.0,m,30,4,2014
Pmoestus,16.0,m,30,4,2014
Pmoestus,18.0,m,30,4,2014
Plachrymosus,15.0,m,31,4,2014
Slecontei,14.0,f,32,4,2014
Cgoryi,21.0,f,33,4,2014
Cgoryi,21.0,m,33,4,2014
Cgoryi,21.0,m,33,4,2014
Cgoryi,20.5,m,33,4,2014
Ptristis,13.5,f,33,4,2014
Cgoryi,22.0,f,34,4,2014
Cgoryi,23.0,f,34,4,2014
Csigillatus,16.0,m,34,4,2014
Cgoryi,22.0,f,35,4,2014
Cgoryi,21.0,f,35,4,2014
Cgoryi,20.0,m,35,4,2014
Cgoryi,20.0,m,35,4,2014
Plachrymosus,14.0,m,35,4,2014
Pmoestus,18.5,f,35,4,2014
Cgoryi,22.0,f,36,4,2014
Cgoryi,19.0,m,36,4,2014
Cgoryi,21.0,m,36,4,2014
Pangustatus,15.0,f,38,4,2014
Cgoryi,20.0,m,39,4,2014
Csigillatus,16.0,m,39,4,2014
Simpunctatus,9.5,f,39,4,2014
Pdiligendus,15.0,f,40,4,2014
Pdiligendus,13.0,m,40,4,2014
Pdiligendus,14.0,m,40,4,2014
Pdiligendus,14.0,m,40,4,2014
Pdiligendus,13.0,m,40,4,2014
Pdiligendus,13.0,m,40,4,2014
Pdiligendus,13.0,m,40,4,2014
Pstygicus,15.0,m,40,4,2014
Pstygicus,15.5,f,40,4,2014
Pstygicus,15.0,f,40,4,2014
Pstygicus,15.0,f,40,4,2014
Cgoryi,20.5,m,1,5,2014
Cgoryi,21.0,f,1,5,2014
Pangustatus,15.0,f,1,5,2014
Pangustatus,15.0,f,1,5,2014
Pangustatus,13.0,m,1,5,2014
Pangustatus,13.5,m,1,5,2014
Pmoestus,17.0,m,1,5,2014
Pstygicus,15.0,f,1,5,2014
Cemarginatus,14.0,m,2,5,2014
Dteter,18.0,m,2,5,2014
Padoxus,15.0,m,2,5,2014
